title;abstract
PENGARUH ANGGARAN PELATIHAN TERHADAP PROGRAM PELATIHAN BERBASIS KOMPENTENSI STUDI KASUS PADA UPTD BLK KABUPATEN KOLAKA UTARA;"Pelatihan ini bertujuan untuk pengetahui pengaruh anggaran pelatihan terhadap program pelatihan Jenis pelatihan ini menggunakan pendekatan kuantitatif Tehnik pengambilan sampel yang digunakan adalah simpel random samling Sampel penelitian ini sebanyak  dengan cara penyebaran kuensioner Berdasarkan penelitian yang telah dilaksanakan maka peneliti menyimpulkan bahwa terdapat pengaruh anggaran pelatihan terhadap program pelatihan berbasis kompeten dengan signifikasi sig    dari hasil penelitian disimpulkan bahwa terdapat pengaruh anggaran pelatihan X secara positif sebesar  terhadap program pelatihan Y

Kata Kunci Anggaran Pelatihan Program Pelatihan"
"PENGARUH PENGGUNAAN SISTEM INFORMASI AKUNTANSI MANAJEMEN TERHADAP KINERJA USAHA MIKRO KECIL MENENGAH (Studi Kasus pada UMKM di Kabupaten kolaka Utara)

NAHDLATUL ULAA UNIVERSITAS TENGGARA";"Penelitian ini bertujuan untuk mengetahui dan mengkaji Pengaruh Penggunaan sistem informasi Akuntansi manajemen Terhadap Kinerja UMKM Jenis penelitian adalah kuantitatif dengan pendekatan deskriptif Penelitian ini menggunakan kuesioner sebagai metode pengumpulan data yang disebar pada pelaku usaha mikro kecil menengah di Pakue Kabupaten Kolaka Utara Metode analisis data yang digunakan adalah analisis regresi sederhana Hasil penelitian menunjukkan terdapat pengaruh positif dan signifikan Penggunaan sistem informasi akuntansi manajemen tehadap Kinerja UMKM Berpengaruhnya penerapan sistem informasi akuntansi manajemen berupa catatan keuangan terhadap keberhasilan usaha tidak lepas dari pengusaha dalam memanfaatkan informasi akuntansi manajemen tersebut Dengan melakukan pencatatan keuangan di setiap kegiatan usaha sangat membantu dalam perencanaan kegiatan selanjutnya untuk mencapai keberhasilan usaha Berdasarkan hasil penelitian di atas dapat di simpulkan bahwa faktor penggunaan sistem informasi akuntansi manajemen berpengaruh untuk meningkatkan Kinerja UMKM

Kata Kunci Usaha Mikro kecil Menengah UMKM"
ANALISIS KINERJA KEUANGAN PADA RUMAH SAKIT UMUM DAERAH KABUPATEN KOLAKA TIMUR;"Penelitian ini bertujuan untuk menganalisis Kinerja Keuangan Pada Rumah Sakit Umum Daerah Kabupaten Kolaka Timur Tahun  jika dilihat dari  Rasio Efektivitas  Rasio Efisiensi  Rasio Pertumbuhan Penelitian ini merupakan metode penelitian deskriptif kuantitatif yang dilaksanakan di Rumah Sakit Umum Daerah Kabupaten Kolaka Timur Penelitian ini menggunakan Observasi dan Dokumentasi pada metode pengumpulan data Menggunakan deskriptif kuantitatif pada teknik analisis data dengan rumus Rasio Efektivitas Rasio Efisiensi dan Rasio Pertumbuhan Hasil dari penelitian ini menunjukkan bahwa Kinerja Keuangan Pada Rumah Sakit Umum Daerah Kabupaten Kolaka Timur jika dilihat dari  Rasio Efektivitas maka kinerja keuangannya dapat dikategorikan sangat efektif dengan ratarata nilai   Rasio Efisiensi Kinerja Keuangannya dapat dikategorikan cukup efisien dengan ratarata nilai   Rasio Pertumbuhan maka Kinerja Keuangannya dapat dikategorikan positif untuk pertumbuhan pertumbuhan pendapatannya dengan nilai ratarata  dan untuk pertumbuhan belanja dapat dikategorikan positif untuk pertumbuhannya dengan nilai ratarata 4

Kata Kunci Efektivitas Efisiensi Pertumbuhan"
FULL COST RECOVERY (FCR) SEBAGAI ALAT PERENCANAAN LABA PADA PERUSAHAAN UMUM DAERAH AIR MINUM TIRTA TAMPANAMA DI KABUPATEN KOLAKA UTARA;"Studi ini memiliki tujuan untuk menganalisa penerapan prinsip full cost recovery sebagai alat perencanaan laba pada Perusahaan Daerah Air Minum PDAM Tirta Tampanama di Kabupaten Kolaka Utara Full cost recovery ialahprinsip yang mengharuskan seluruh biaya operasional pemeliharaan dan pengembangan perusahaan bisa ditutupi oleh pendapatan yang diperoleh dari penjualan air minum Dengan menggunakan metode deskriptif kuantitatif Hasil studi menunjukkan bahwa penerapan prinsip full cost recovery di PDAM Tirta Tampanama bisa membantu perusahaan menutupi seluruh Biaya Operasional dan menghasilkan laba yang stabil Pada tahun  PDAM mencatat laba bersih sebesar Rp44 yang meningkat menjadi Rp4 pada tahun  dengan demikian FCR efektif digunakan dalam perencnaan laba perusahaan

Kata Kunci Full Cost Recovery Perencanaan Laba BreakEven Point"
TRANSPARANSI DAN AKUNTABILITAS ANGGARAN PENDAPATAN DAN BELANJA DESA (APBDes) DI DISEA TOTALLANG KECAMATAN LASUSUA KABUPATEN KOLAKA UATARA;"Tujuan dari penelitian ini adalah untuk mengetahui Transparansi dan Akuntabilitas Anggaran Pendapatan dan Belanja Desa di Desa Totalang Penelitian ini adalah jenis penelitian deskriptif kualitatif yang menggunakan data primer dan data sekunder Dalam penelitian ini data dikumpulkan melalui observasi wawancara dan dokumentasi

Hasil penelitian ini menunjukkan bahwa prinsip transparansi responsif dan partisipatif adalah prinsip yang digunakan saat merencanakan dan menerapkan program APBDes di Desa Totallang Pelaporan APBDes menunjukkan bahwa pemerintahan daerah dan pusat bertanggungjawaban atas pelaksanaan program APBDes Menurut laporan APBDes yang tersedia semua anggaran telah sesuai dengan peraturan Kabupaten Kolaka Utara Meskipun masih ada kekurangan Akibatnya aparat pemerintah desa telah melaporkan anggaran dengan baik

Kata Kunci Transparansi Akuntabilitas Anggaran Pendapatan dan Belanja Desa"
"ANALISIS PENGELOLAAN ALOKASI DANA DESA (ADD) DALAM UPAYA
PEMBANGUNAN DESA DI DESA TOJABI KECAMTAN LASUSUA KABUPATEN KOLAKA UTARA";"Tujuan dari penelitian ini adalah untuk mengetahui bagaimana pengelolaan alokasi dana desa di Desa Tojabi Teknik pengumpulan data dalam penelitian ini dengan observasi wawancara dan dokumentasi Hasil penelitian dari Analisis Pengelolaan Alokasi Dana Desa ADD Dalam Upaya Pembangunan Desa di Desa Tojabi Kecamatan Lasusua Kabupaten Kolaka Utara menunjukkan bahwa  tahap perencanaan Alokasi Dana Desa ADD di Desa Tojabi telah menerapkan prinsip transparansi  Pada tahap pelaksanaan ADD Desa Tojabi melakukan swakelola karena pemerinntah desa juga perlu meningkatkan kesejahteraan masyarakat  Tahap pertanggungjawaban Alokasi Dana Desa ADD di Desa Tojabi baik secara teknis maupun administrasi sudah baik tetapi tetap harus mendapat bimbingan dari pemerintah kecamatan

Kata Kunci Pengelolaan Alokasi Dana Desa Pembangunan Desa"
ANALISIS PERAN PERANGKAT DESA DALAM AKUNTABILITAS PENGELOLAAN DANA DESA PADA DESA BABUSSALAM KECAMATAN LASUSUA KABUPATEN KOLAKA UTARA;"Penelitian ini bertujuan untuk mengetahui bagaimana peran perangkat desa dalam akuntanbilitas pengelolaan dana desa di desa babussalam kecematan lasusua kabupaten kolaka utara Teknik pengumpulan data yang digunakan dalam penilitian ini adalah kualitatif dan menggunakan triagulasi data untuk mencari validasi dan keabsahan data melalui wawancara observasi dan dokumentasi Subjek penelitian ini adalah perangkat desa babussalam yang berjumlah  orang yaitu kepala desa sekertaris desa dan bendahara desa babussalam Hasil penelitian menunjukkan bahwa perangkat Desa Babussalam telah berperan dalam akuntanbilitas pengelolaan dana desa dengan menjalankan tugasnya mulai dari proses pelaksanaan dalam pengelolaan dana Desa yang akan di lasanakan oleh perangkat Desa Babussalam pertanggungjawaban atas pengelolaan dana Desa yang akan dikeluarkan oleh pihak pemerintah di Desa Babussalam dan pelaporan adalah digunakan oleh pemerintah dalam menyampaikan laporan realisasi kepada Bupati/Walikota melalui Camat yang dimana sesuai dengan tugas atau perannya masing masing

Kata kunci Akuntanbilitas Pengelolaan Dana Desa"
PERANAN AKUNTANSI MANAJEMEN DALAM PENGAMBILAN KEPUTUSAN JANGKA PENDEK MENERIMA ATAU MENOLAK PESANAN KHUSUS PADA CATERING TIGA PUTRA KENDARI;"Penelitian ini bertujuan untuk mengetahui peranan akuntansi manajemen dalam pengambilan keputusan jangka pendek menerima atau menolak pesanan khusus pada Catering Tiga Putra dengan menggunakan alternatif perhitungan akuntansi diferensial Jenis penelitian yang digunakan adalah penelitian kualitatif deskriptif Kemudian teknik yang digunakan adalah teknik penentuan informan dan teknik pengumpulan data Hasil penelitian ini menunjukkan bahwa hasil analisis mengenai biaya diferensial khususnya pengambilan keputusan menerima atau menolak pesanan khusus special order Catering Tiga Putra memilih alternatif menerima pesanan khusus special order karena dengan menerima pesanan khusus dapat dilakukan pengehematan biaya pada biaya bahan baku dan biaya tenaga kerja serta mendapatkan tambahan laba

Kata Kunci Akuntansi Manajemen Akuntansi Diferensial"
"PENGARUH GAYA HIDUP TERHADAP PENGELOLAAN KEUANGAN MAHASISWA AKUNTANSI

(Studi Kasus Mahasiswa Akuntansi Universitas Nahdlatul Ulama Sulawesi Tenggara)";"Pengaruh Gaya Hidup Terhadap Pengelolaan Keuangan adalah subjek penelitian ini Penelitian ini menggunakan metode kuantitatif Simple Random Sampling adalah metode pengambilan sampel yang digunakan Sampel penelitian ini sebanyak 44 kuesioner yang dibagikan Hasil penelitian menunjukkan bahwa Gaya Hidup memiliki pengaruh terhadap pengelolaan keuangan dengan signifikansi sig   dan bahwa Gaya Hidup X memiliki pengaruh positif sebesar 4 terhadap pengelolaan keuangan Y

Kata Kunci Gaya Hidup Pengelolaan Keuangan"
PENGARUH RETURN ON INVESTMENT (ROI) RETURN ON ASSET (ROA) DAN RETURN ON EQUITY (ROE) TERHADAP HARGA SAHAM PERUSAHAAN PERBANKAN YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE TAHUN 20182022;"Penelitian bertujuan untuk mengetahui pengaruh Return On Investment ROI Return On Asset ROA dan Return On Equity ROE secara parsial dan simultan berpengaruh signifikan terhadap harga saham perusahaan perbankan yang terdaftar di BEI tahun  Jenis penelitian yang digunakan adalah pendekatan kuantitatif Data dikumpulkan menggunakan metode dokumentasi berupa laporan keuangan tahunan Teknik analisis data yang digunakan yaitu uji regresi linear berganda dengan alat bantu SPSS Versi  Sampel dalam penelitian ini yaitu sebanyak  perusahaan perbankan

Hasil penelitian ini menunjukan bahwa variabel Return On Investment ROI secara parsial tidak berpengaruh signifikan terhadap harga saham perusahaan perbankan yang terdaftar di Bursa Efek Indonesia periode tahun   Variabel Return On Asset ROA secara parsial berpengaruh signifikan terhadap harga saham perusahaan perbankan yang terdaftar di Bursa Efek Indonesia periode tahun  Variabel Return On Equity ROE secara parsial tidak berpengaruh signifikan terhadap harga saham perusahaan perbankan yang terdaftar di Bursa Efek Indonesia periode tahun  Variabel Return On Investment ROI Return On Asset ROA Dan Return On Equity ROE secara simultan berpengaruh signifikan terhadap harga saham perusahaan perbankan yang terdaftar di Bursa Efek Indonesia periode tahun 

Kata Kunci ROI ROA ROE Harga Saham"
PENGARUH CURRENT RATIO DEBT TO EQUITY RATIO DAN RETURN ON EQUITY TERHADAP HARGA SAHAM PERUSAHAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE TAHUN 20182022;"Penelitian bertujuan untuk mengetahui pengaruh Current Ratio Deht To Equity Ratio dan Return On Equity secara simultan dan parsial berpengaruh signifikan terhadap harga saham perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia Periode Tahun  Jenis penelitian yang digunakan adalah pendekatan kuantitatif Data dikumpulkan menggunakan metode dokumentasi berupa laporan keuangan tahunan perusahaan perbankan yang terdaftar di Bursa Efek Indonesia periode tahun  Teknik analisis data yang digunakan yaitu uji regresi linear berganda dengan alat bantu SPSS Versi  Sampel dalam penelitian ini yaitu sebanyak  perusahaan manufaktur

Hasil penelitian ini menunjukan bahwa variabel current ratio debt to equity ratio dan return on equity secara simultan berpengaruh signifikan terhadap harga saham perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia periode tahun  Variabel current ratio secara parsial berpengaruh signifikan terhadap harga saham perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia periode tahun  Variabel debt to equity ratio secara parsial tidak berpengaruh signifikan terhadap harga saham perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia periode tahun  Variabel return on equity secara parsial tidak berpengaruh signifikan terhadap harga saham perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia periode tahun 

Kata Kunci CR DER ROE Harga Saham"
PENGARUH KEBIJAKAN HUTANG DAN KEBIJAKAN DIVIDEN TERHADAP NILAI PERUSAHAAN PERTAMBANGAN PADA BURSA EFEK INDONESIA;"Peningkatan minat dari investor ketika kinerja perusahaan semakin baik Maka Investor cenderung tertarik pada perusahaan yang menunjukkan kinerja keuangan yang stabil kebijakann dividen yang konsisten dan kebijakan hutang yang seimbang dapat menjadi indikator yang penting bagi investor untuk menilai kesehatan keuangan perusahaan dan potensi investasi yang menguntungkan Penelitian ini memiliki tujuan Untuk Mengetahui bagaimana pengaruh kebijakan Hutang dan kebijakan Dividen berpengaruh secara simultan terhadap nilai perusahaan pertambangan pada BEIUntuk mengetahui bagaimana pengaruh Kebijakan Hutang terhadap nilai perusahaan pertambangan pada BEL Untuk mengetahui bagaimana pengaruh kebijakan Dividen terhadap nilai perusahaan pertambangan pada BEI Penelitian ini adalah penelitian kuantitatif Teknik Pengumpulan data yang digunakan dalam penelitian ini yaitu data Dokumentasi Objek dalam penelitian ini yaitu perusahaan Pertambangan yang terdaftar Pada Bursa Efek Indonesi BEI dari tahun  sampai dengan tahun  Hasil penelitian membuktikan bahwa kebijakan hutang dan kebijakan dividen berpengaruh secara simultan Bersamasama kebijakan hutang secara parsial berpengaruh positif signifikan terhadap nilai perusahaan pertambangan yang terdaftar di Bursa Efek Indonesi kebijakan dividen secara parsial berpengaruh positif signifikan terhadap nilai perusahaan pertambangan yang terdaftar di Bursa Efek Indonesi Oleh Karena Itu ketika kebijakan hutang dan kebijakan dividen mengalami peningkatan maka nilai perusahaan akan mengalami peningkatan dan semakin baik

Kata Kunci Kebijakan hutang Kebijakan Dividen Nilai Perusahaan"
ANALISIS AKUNTANSI ZAKAT PADA BADAN AMIL ZAKAT NASIONAL (BAZNAS) KABUPATEN KOLAKA UTARA;"Akuntansi zakat infaq/sedekah berdasarkan PSAK  Amil yaitu organisasi pengelola zakat di Indonesia yang pembentukan dan pengukuhannya diatur dalam UU yang tujuannya untuk ketentuan mengumpulkan dan menyalurkan dana zakat Dana zakat adalah dana yang berasal dari penerimaan zakat dana infaq/sedekah yaitu dana yang didapatkan dari penerimaan infaq/sedekah Muzakki yaitu orang yang wajib mngeluarkan atau membayar zakat sedangkan mustahik adalah orang atau asnaf yang berhak menerima zakat Zakat merupakan bagian dari syariah islam yang harus dikeluarkan umat muslim yang mampu kepada mustahik dengan menggunakan bantuan amil atau secara langsung berdasarkan analisis yang telah peneliti lakukan menghasilkan kesimpulannya bahwa BAZNAS Kabupaten Kolaka Utara telah menerapkan penyusunan laporan keuangan sesuai dengan persyaratan standar akuntansi keuangan PSAK  Dikarenakan dalam penyusunannya terdiri dari lima  komponen laporan keuangan yakni laporan posisi keuangan neraca laporan perubahan dana laporan perubahan aset kelolaan laporan arus kas dan catatan atas laporan keuangan CALK BAZNAS Kabupaten Kolaka Utara telah memisahkan dana zakat dana infak/sedekah dan dana amil Pelaporan keuangan BAZNAS Kabupaten Kolaka Utara telah mengacu pada standar PSAK  Walaupun telah menyajikan data secara mentah yakni dengan menyusun laporan pengelolaan zakat

Kata Kunci Akuntansi Zakat"
"PENGARUH AKUNTABILITAS DAN TRANSPARANSI TERHADAP PENGELOLAAN KEUANGAN ALOKASI DANA DESA PADA DESA WANTIWORO

(Studi Kasus Desa Wantiworo Kecamatan Kabawo Kabupaten Muna)";"Peneltian ini bertujuan untuk mengetahui dan menganalisis hubungan Akuntabilitas dan Transparansi secara simultan dan parsial terhadap Pengelolaan Alokasi Dana Desa ADD Pada Desa Wantiworo Kecamatan Kabawo Kabupaten Muna Jenis penelitian yang digunakan adalah pendekatan kuantitatif Dan kualitatif Pengumpulan data menggunakan kuesioner yang diukur dengan skala likert Data dianalisis menggunakan teknik analisis regresi linier berganda tujuannya yaitu untuk mengetahui pengaruh hubungan variabel independen dengan variabel dependen dalam penelitian ini

Hasil penelitian hipotesis pertama menunjukkan bahwa secara simultan akuntabilitas dan transparansi berpengaruh signifikan terhadap pengelolaan alokasi dana desa sebesar 4 dengan signifikan  Hipotesis kedua menunjukkan bahwa akuntabilitas secara parsial memiliki pengaruh yang signifikan terhadap pengelolaan keuangan alokasi dana desa sebesar  dengan signifikan  hasil pengujian hipotesis ketiga menunjukkan bahwa transparansi secara parsial memiliki pengaruh yang signifikan terhadap pengelolaan alokasi dana desa sebesar  dengan signifikan 

Kata Kunci Akuntabilitas Transparansi Pengelolaan Alokasi Dana Desa"
ANALISIS PENGELOLAAN PENDAPATAN DAN BELANJA DESA PADA DESA PONGGIHA;"Rawanda E  4 Analisis Pengelolaan Pendapatan Dan Belarija Desa Pada Desa Ponggiha pembimbing ibu Dr Wiwin Sultraeni SE MM dan bapak Fitriadi SE MAk Ak

Penelitian ini dilakukan dengan tujuan untuk Menganalisis tentang pengelolaan pendapatan dan belanja desa pada Desa ponggiha kecamatan lasusua Sampel pada penelitian ini ialah hasil Laporan Realisasi dan Anggaran Pendapatan dan Belanja Desa APBDes Desa Ponggiha Kecamatan Lasusua Kabupaten Kolaka Utara penelitian ini menggunakan metode deskriptif dengan pendekatan kuantitatif Hasil yang didapatkan dari penelitian ini ialah Penyusunan APBDes dimulai dengan pelaksanaan kegiatan RKPDes kemudian melaksanakan penyusunan Rancangan Peraturan Desa tentang APBDes RAPBDes kemudian dilanjutkan dengan menyampaikan RAPBDes tersebut kepada Badan Permusyawaratan Desa untuk dibahas dan disepakati bersama kemudian Pelaksanaan realisasi anggaran pada bidang pembangunan desa maupun penanggulangan bencana darurat dan mendesak desa telah dilaksanakan diantaranya direalisasikannya anggaran pada pembangunan infrastruktur

Kata Kunci Pendapatan Belanja Desa"
PENGARUH INSENTIF PAJAK PPH FINAL UMKM DITANGGUNG PEMERINTAH TERHADAP KEBERLANGSUNGAN USAHA DI DAERAH KABUPATEN KOLAKA UTARA;"Pemerintah melakukan upaya dalam rangka menjaga keberlangsungan usaha yang sekaligus menyelamatkan perekonomian nasional dengan melaksanakan berbagai program kebijakan sosial ekonomi seperti halnya kebijakan insentif pajak Pemerintah melalui PMK No  Tahun  sudah menetapkan pemberian insentif pajak hagi UMKM yang berdampak Covid Tujuan dari penelitian ini adalah untuk mengetahui pengaruh insentif pajak PPh final UMKM di tanggung pemerintah terhadapa keberlangsungan usaha di Daerah Kabupaten Kolaka Utara

Penelitian ini merupakan jenis penelitian kuantitatif Populasi dalam penelitian ini adalah para pelaku UMKM dibidang kuliner dan teknik pengambilan sampel penelitian ini yaitu teknik sampling jenuh atau sensus dengan  responden Teknik pengumpulan data yang digunakan adalah metode angket atau kuisioner terstruktur yang diberikan kepada responden wajib pajak pelaku UMKM dibidang kuliner Teknik analisis data penelitian ini menggunakan uji statistik regresi sederhana yang prosesnya dilakukan melalui program SPSS

Hasil penelitian ini menunjukkan bahwa insentif pajak PPh final UMKM ditanggung pemerintah berpengaruh positif terhadap keberlangsungan usaha di daerah Kabupaten Kolaka Utara

Kata kunci Insentif Pajak Keberlangsungan Usaha UMKM"
ANALISIS PENERAPAN AKUNTANSI LINGKUNGAN DI DESA SULAHO KECAMATAN LASUSUA KABUPATEN KOLAKA UTARA;"Resinsi Halda NIM E Analisis Penerapan Akuntansi Lingkungan Di Desa Sulaho Kecamatan Lasusua Kabupaten Kolaka Utara Pembimbing Wiwin Sultraeni dan Dian Mayafaty Rauf

Penelitian ini dilakukan dengan tujuan untuk mengetahui Penerapan Akuntansi Lingkungan Di Desa Sulaho Kecamatan Lasusua Kabupaten Kolaka Utaras dengan menggunakan data sekunder dan wawancara Hasil penelitian diperoleh bahwa Perusahaan tambang dalam mengidentifikasi biayabiaya yang dikeluarkan untuk proses pengelolaan limbah belum maksimal karena biayabiaya tersebut masih digabungkan dengan biaya serumpun seperti biaya pengangkutan dan biaya pemusnahan untuk limbah padat dimasukan dalam belanja barang dan jasa yang termasuk dalam program kemitraan untuk biaya limbah cair seperti biaya pemeliharaan dan biaya gaji pegawai termasuk dalam belanja barang dan jasa Perusahaan tambang dalam melakukan pengukuran terhadap biayabiaya yang terkait dengan proses pengelolaan limbah mengacu pada realisasi biaya sebelumnya dan sebesar biaya yang diperlukan dan pada realisasinya anggaran yang dikeluarkan tidak jauh berbeda Perusahaan tambang membuat pengakuan transaksi akuntansi dengan metode akrual basis Pengelolaan tambang dalam menyajikan biayabiaya yang terkait dengan proses pengelolaan limbah rumah sakit menyajikannya dalam laporan keuangan umum pihak rumah sakit tidak menyajikan biayabiaya yang terkait proses pengelolaan limbah kedalam laporan keuangan khusus Perusahaan tambang dalam pengungkapannya untuk biaya pengelolaan limbah dimasukkan dalam Catatan atas Laporan Keuangan Biaya lingkungan khususnya biaya yang dikeluarkan yang berkaitan dengan pengelolaan limbah diperlakukan sebagai biaya gaji pegawai dan belanja barang dan jasa

Kata Kunci Penerapan Akuntansi Lingkungan"
AKUNTANBILITAS PENGELOLAAN DANA DESA PUNCAK MONAPA KEC LASUSUA KAB KOLAKA UTARA PRO SULAWESI TENGGARA;"`MUTMAINNAH NIMEAkuntabilitas Pengelolaan Dana Desa DD di Desa Puncak Monapa Kecamatan Lasusua Kabupaten Kolaka Utara Skripsi Program Studi Akuntansi Fakultas Ekonomi Universitas nahdatul Ulama Diawasi oleh Bimbingan  DrCan Ahmad Hamid dan bimbingan  Ilham Akbar Garusu SEMECTT

Penelitian ini dilakukan untuk mengetahui akuntabilitas pengelolaan DD di Desa Puncak Monapa Kecamatan Lasusua Kabupaten Kolaka Utara dalam rangka mewujudkan Good Governance Jenis penelitian yang digunakan adalah kualitatif penelitian dilakukan sesuai dengan situasi dan kondisi yang diperlukan dengan menggunakan sumber data yang ada

Tahap pelaksanaan pengelolaan DD dilakukan oleh tim pelaksana yang dipercaya untuk mengelola kegiatan yang akan dilaksanakan dan anggaran yang digunakan diumumkan dengan memasang baleho yang besar dan di pajang di depan kantor desa

Hasil penelitian ini sesuai dengan ketentuan yang berlaku Pada tahap perencanaan di awali dengan musyawara desa dan mengundang perwakilan masyarakat untuk mengajukan usanusulanya"
ANALISIS AKUNTABILITAS PENGELOLAAN DANA DESA MASA PANDEMI COVID19 (STUDI KASUS PADA DESA PONGGIHA KECAMATAN LASUSUA KABUPATEN KOLAKA UTARA);"Hamriani El  Akuntabilitas Pengelolaan Dana Desa Masa Pandemi Covid Studi Kasus Pada Desa Ponggiha Kecamatan Lasusua Kabupaten Kolaka Utara Pembimbing Fitradi dan Ilham Akbar Garusu Penelitian ini dilakukan dengan tujuan untuk mengetahui akuntabilitas pengelolaan dana desa masa pandemi COVID Studi Kasus pada Desa Ponggiha Kecamatan Lasusua Kabupaten Kolaka Utara Metode penelitian ini adalah kuantitatif dengan menggunakan analisis akuntabilitas Hasil penelitian menunjukkan bahwa pengelolaan dana desa masa pandemi COVID yang dilakukan pada Desa Ponggiha Kecamatan Lasusua Kabupaten Kolaka Utara dilihat dari pengelolaan anggaran pendapatan desa yang akuntabel dari target yang direalisasi Belanja penyelenggaraan pemerintahan yang sangat baik dan akuntabel Anggaran belanja pelaksanaan pembangunan sudah terealisasi Anggaran belanja pembinaan kemasyarakatan yang sudah terealisasi dengan sangat baik Anggaran belanja pemberdayaan masyarakat yang terealisasi dengan sangat memuaskan Anggaran belanja tak terduga yang berada pada kategori Baik Pendapatan desa yang dikelola dengan sangat memuaskan penerimaan pebiayaan yang dikelola dengan sangat memuaskan dan pengeluaran pembiayaan yang dikelola dengan sangat memuaskan serta penerimaan lainnya dalam yang dikelola dengan sangat Keseluruhan pengelolaan lebih dari  dan menunjukkan tingkat akuntabilitas dengan kategori sangat memuaskan

Kata Kunci Akuntabilitas Dana Desa Masa Pandemi Covid"
ANALISIS KINERJA KEUANGAN PEMERINTAH DESA WATULIWU;"HARTINA DEWI E Analisis Kinerja Keuangan Pemerintah Desa Watuliwu Skripsi Program Studi Akuntansi Fakultas Ekonomi dibimbing olch Fitriadi pembimbing  dan Dian Mayafaty Rauf pembimbing II Penelitian ini bertujuan untuk menganalisis kinerja keuangan Pemerintah Desa Watuliwu Kecamatan Lasusua Kabupaten Kolaka Utara berdasarkan rasio efektivitas rasio efisiensi dan rasio pertumbuhan Jenis analisis data yang di gunakan dalam penelitian ini menggunakan analisis deskriptif dengan pendekatan kuantitatif Dalam penelitian ini peneliti memperoleh data sekunder yang berupa laporan keuangan realisasi Anggaran Pendapatan Dan Belanja Desa APBDes dari Kantor Desa Watuliwu dari tahun  sampai dengan Teknik pengumpulan data yang di gunakan dalam penelitian ini berupa teknik analisis rasio keuangan daerah Hasil penelitian ini dapat di simpulkan bahwa Kinerja Keuangan Pemerintah Desa Watuliwu Kecamatan Lasusua Kabupaten Kolaka Utara dari tahun  jika dilihat dari analisis rasio keuangan sudah baik dalam mengelola laporan realisasi Anggaran Pendapatan Dan Belanja Desa APDes Hal ini dilihat dari hasil perhitungan Rasio Efektivitas dikategorikan Efektif karena ratarata Efektivitasnya yaitu sebesar  Pada Rasio Efesiensi dikategorikan Kurang Efisien karena ratarata Efesiennya yaitu sebesar  Sedangkan Rasio Pertumbuhan menunjukkan pertumbuhan secara positif ratarata pertumbuhannya yaitu sebesar 

Kata Kunci Efektifitas Efisiensi Kinerja Keuangan Pertumbuhan"
ANALISIS KONRIBUSI PAJAK HOTEL TERHADAP PENDAPATAN ASLI DAERAH (PAD) DI KABUPATEN KOLAKA UTARA;"Analisis Kontribusi Pajak Hotel Terhadap Pendapatan Asli Daerah di Kabupaten Kolaka Utara

Penelitian ini bertujuan untuk mengetahui bagaiman kontribusi pajak hotel terhadap Pendapatan Asli Daerah di Kabupaten Kolaka Utara pada tahun   Penelitian ini menggunakan metode deskriptif kualitatif Metode yang dilakukan pada penelitian ini adalah metode dokumentasi dan metode wawancara

Berdasarkan hasil penelitian dapat disimpulkan bahwa target dan realisasi pajak hotel mampu memberikan kontribusi yang cukup besar terhadap Pendapatan Asli Daerah yang ada di Kabupaten Kolaka Utara pada tahun 

Kata kunci Kontribusi pajak hotel pendapatan asli daearh"
